person_id,Unnamed: 0,edu,work_at_home,p_hispanic,household_id,MAR,hispanic.1,worker,earning,hispanic,person_age,sex,age,PNUM,school_zone_id,work_zone_id,hours,student,race_id,relate,race,person_sex,TAZ,ptype,pemploy,pstudent,home_x,home_y,age_16_to_19,age_16_p,adult,male,female,has_non_worker,has_retiree,has_preschool_kid,has_driving_kid,has_school_kid,has_full_time,has_part_time,has_university,student_is_employed,nonstudent_to_school,is_student,is_gradeschool,is_highschool,is_university,school_segment,is_worker,home_taz,value_of_time,_hh_vot,school_taz,distance_to_school,roundtrip_auto_time_to_school,workplace_taz,workplace_location_logsum,distance_to_work,workplace_in_cbd,work_taz_area_type,roundtrip_auto_time_to_work,work_auto_savings,work_auto_savings_ratio,free_parking_at_work,job_sector,telework_option,telework,cdap_activity,travel_active,under16_not_at_school,has_preschool_kid_at_home,has_school_kid_at_home,mandatory_tour_frequency,work_and_school_and_worker,work_and_school_and_student,num_mand,num_work_tours,num_joint_tours,non_mandatory_tour_frequency,num_non_mand,num_escort_tours,num_eatout_tours,num_shop_tours,num_maint_tours,num_discr_tours,num_social_tours,num_non_escort_tours
2917052,2920654,23.0,0,no,1130118,2,0,1,206000.0,0,above 60,2,63,1,-1,106,40.0,0,1,0,white,female,129,4,1,3,-122.43262450000002,37.7457689,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,True,129,7.62292752535994,7.62292752535994,-1,,0.0,328,14.209565788685318,26.88,False,4.0,71.979996,208.49742,1.0,False,True,True,True,N,True,False,False,False,,False,False,0,0,0,1,1,0,0,0,0,1,0,1
2917054,2920656,21.0,0,no,1130118,5,0,0,12000.0,0,20 to 35,2,25,2,133,-1,37.0,1,9,2,other,female,129,3,3,2,-122.43262450000002,37.7457689,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,3,False,129,7.62292752535994,7.62292752535994,9,3.37,19.06,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,8,1,0,0,0,1,0,0,1
2917056,2920658,22.0,0,no,1130118,5,0,0,50000.0,0,20 to 35,1,27,3,-1,-1,65.0,0,2,15,black,male,129,4,3,3,-122.43262450000002,37.7457689,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,False,129,7.62292752535994,7.62292752535994,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,22,3,0,1,1,0,0,1,3
2926898,2930500,18.0,0,no,1135318,5,0,1,31000.0,0,35 to 60,1,40,1,-1,17,35.0,0,1,0,white,male,111,1,1,3,-122.3901529,37.7623188,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,111,4.244181825662568,4.244181825662568,-1,,0.0,79,14.237730214493789,2.78,True,0.0,14.059999,43.792404,0.3649367,True,False,True,False,M,True,False,False,False,work2,False,False,2,2,0,0,0,0,0,0,0,0,0,0
2926899,2930501,16.0,0,no,1135318,5,0,1,30600.0,0,35 to 60,1,40,2,-1,1,35.0,0,1,12,white,male,111,1,1,3,-122.3901529,37.7623188,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,111,4.244181825662568,4.244181825662568,-1,,0.0,17,14.255022315621101,1.82,True,1.0,8.65,32.643402,0.27202836,False,True,True,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
2926900,2930502,21.0,0,no,1135318,5,0,1,100000.0,0,35 to 60,1,37,3,-1,945,49.0,0,1,12,white,male,111,4,1,3,-122.3901529,37.7623188,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,111,4.244181825662568,4.244181825662568,-1,,0.0,24,14.292159589741724,2.93,True,0.0,16.48,58.4164,0.48680335,False,False,True,True,N,True,False,False,False,,False,False,0,0,0,56,3,1,0,1,1,0,0,2
2936650,2940252,19.0,0,no,1139786,5,0,1,48000.0,0,20 to 35,1,23,3,-1,13,40.0,0,1,2,white,male,116,1,1,3,-122.4115071,37.7610347,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,116,39.609575029674204,39.609575029674204,-1,,0.0,142,14.686314834474473,2.45,False,3.0,14.48,68.002,0.56668335,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
2936652,2940254,11.0,0,no,1139786,1,0,0,0.0,0,35 to 60,1,57,2,-1,-1,0.0,0,1,1,white,male,116,4,3,3,-122.4115071,37.7610347,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,116,39.609575029674204,39.609575029674204,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,80,3,2,0,1,0,0,0,1
2936654,2940256,19.0,0,no,1139786,1,0,1,26000.0,0,35 to 60,2,52,1,-1,30,45.0,0,1,0,white,female,116,1,1,3,-122.4115071,37.7610347,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,116,39.609575029674204,39.609575029674204,-1,,0.0,17,14.655047456755739,2.48,True,1.0,14.25,49.046402,0.40872002,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
2938172,2941774,21.0,0,no,1140530,1,0,1,30000.0,0,35 to 60,2,51,1,-1,13,20.0,0,1,0,white,female,115,4,1,3,-122.4077728,37.7625285,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,115,6.625483821603847,6.625483821603847,-1,,0.0,212,14.293357953402161,9.37,False,3.0,29.45,153.9277,1.0,True,True,True,True,H,False,False,False,True,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
2938173,2941775,22.0,0,yes,1140530,1,1,1,100000.0,1,35 to 60,1,58,2,-1,116,50.0,0,9,1,other,male,115,1,1,3,-122.4077728,37.7625285,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,115,6.625483821603847,6.625483821603847,-1,,0.0,11,14.262320538928707,2.36,True,0.0,12.4,37.568794,0.31307328,False,True,False,False,M,True,False,False,True,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
2938174,2941776,9.0,0,yes,1140530,5,1,0,0.0,1,19 and under,2,12,3,172,-1,0.0,1,9,2,other,female,115,7,4,1,-122.4077728,37.7625285,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,1,False,115,4.419197709009766,6.625483821603847,123,1.74,9.06,-1,,,False,,0.0,0.0,0.0,False,False,False,False,H,False,True,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
2938175,2941777,5.0,0,yes,1140530,5,1,0,0.0,1,19 and under,2,8,4,117,-1,0.0,1,9,2,other,female,115,7,4,1,-122.4077728,37.7625285,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,1,False,115,4.419197709009766,6.625483821603847,139,1.89,9.46,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,True,False,True,,False,False,0,0,0,65,3,2,0,0,0,1,0,1
2948059,2951661,22.0,0,no,1143903,1,0,1,145000.0,0,35 to 60,1,42,1,-1,16,45.0,0,1,0,white,male,119,1,1,3,-122.41150729999998,37.7534563,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,119,1.142695774480605,1.142695774480605,-1,,0.0,106,13.675604141932041,1.87,True,0.0,10.94,36.770504,0.30642086,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,17,2,0,0,1,0,1,0,2
2948061,2951663,22.0,0,no,1143903,1,0,1,175000.0,0,35 to 60,2,42,2,-1,52,45.0,0,1,1,white,female,119,1,1,3,-122.41150729999998,37.7534563,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,119,1.142695774480605,1.142695774480605,-1,,0.0,13,13.671759086691987,3.2,True,0.0,17.02,46.949192,0.39124328,False,True,True,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
2962093,2965695,16.0,0,no,1148459,4,0,1,4000.0,0,above 60,1,61,1,-1,15,5.0,0,2,0,black,male,144,4,1,3,-122.3859322,37.73718970000001,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,144,2.6562353312511138,2.6562353312511138,-1,,0.0,21,12.980890990305992,4.12,True,0.0,15.81,56.507595,0.47089663,False,True,True,True,N,True,False,False,False,,False,False,0,0,0,16,1,0,0,1,0,0,0,1
2980752,2984354,22.0,0,no,1155139,5,0,0,0.0,0,35 to 60,2,38,1,-1,-1,0.0,0,1,0,white,female,122,4,3,3,-122.4170668,37.7475787,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,122,5.396322777561271,5.396322777561271,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
2980753,2984355,22.0,0,no,1155139,5,0,1,20000.0,0,20 to 35,1,31,2,-1,18,40.0,0,1,12,white,male,122,1,1,3,-122.4170668,37.7475787,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,122,5.396322777561271,5.396322777561271,-1,,0.0,90,15.277953551889938,4.07,True,0.0,22.15,66.0788,0.5506566,False,True,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
2995435,2999037,23.0,0,no,1161655,1,0,1,52000.0,0,35 to 60,1,52,1,-1,90,35.0,0,1,0,white,male,126,1,1,3,-122.4232114,37.7349183,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,126,24.67024360416872,24.67024360416872,-1,,0.0,106,14.668322737999125,2.6,True,0.0,12.4,25.314402,0.21095334,False,True,False,False,H,False,False,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
2995436,2999038,7.0,0,no,1161655,5,0,0,0.0,0,19 and under,1,11,3,147,-1,0.0,1,1,2,white,male,126,7,4,1,-122.4232114,37.7349183,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,1,False,126,16.455052483980538,24.67024360416872,134,1.06,5.41,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
2995437,2999039,5.0,0,no,1161655,5,0,0,0.0,0,19 and under,1,8,4,1445,-1,0.0,1,1,2,white,male,126,7,4,1,-122.4232114,37.7349183,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,1,False,126,16.455052483980538,24.67024360416872,183,5.06,22.45,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
2995438,2999040,22.0,0,no,1161655,1,0,1,15000.0,0,35 to 60,2,46,2,-1,46,15.0,0,1,1,white,female,126,1,1,3,-122.4232114,37.7349183,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,True,126,24.67024360416872,24.67024360416872,-1,,0.0,69,14.706962277159631,4.36,True,1.0,23.369999,54.991398,0.45826164,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3005872,3009474,20.0,0,no,1164700,1,0,1,212000.0,0,35 to 60,2,54,1,-1,5,50.0,0,1,0,white,female,134,1,1,3,-122.4355046,37.7300486,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,True,134,13.632714542973128,13.632714542973128,-1,,0.0,157,14.316834864568081,1.92,False,3.0,9.9,39.613403,0.33011168,False,False,True,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3005873,3009475,15.0,0,no,1164700,5,0,1,1200.0,0,19 and under,2,18,4,133,183,4.0,1,1,2,white,female,134,3,1,2,-122.4355046,37.7300486,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,3,True,134,13.632714542973128,13.632714542973128,133,0.53,3.35,106,14.34704623032287,3.33,True,0.0,15.65,32.6224,0.27185333,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3005874,3009476,21.0,0,no,1164700,1,0,1,200000.0,0,35 to 60,1,57,2,188,21,60.0,1,1,1,white,male,134,3,1,2,-122.4355046,37.7300486,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,3,True,134,13.632714542973128,13.632714542973128,133,0.53,3.35,90,14.343496117124818,4.26,True,0.0,20.07,49.1128,0.40927333,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3005875,3009477,17.0,0,no,1164700,5,0,1,9300.0,0,20 to 35,2,21,3,-1,4,17.0,0,1,2,white,female,134,1,1,3,-122.4355046,37.7300486,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0,True,134,13.632714542973128,13.632714542973128,-1,,0.0,52,14.35021628120523,6.7,False,4.0,35.82,83.4678,0.695565,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3009313,3012915,20.0,0,no,1165712,3,0,1,50000.0,0,35 to 60,2,38,1,-1,239,40.0,0,6,0,asian,female,137,1,1,3,-122.418155,37.727156,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,137,2.0904044900432703,2.0904044900432703,-1,,0.0,1,13.83854412700128,5.52,True,0.0,22.33,42.6158,0.35513166,True,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3009314,3012916,9.0,0,no,1165712,1,0,1,6200.0,0,35 to 60,1,43,2,-1,4,10.0,0,6,11,asian,male,137,1,1,3,-122.418155,37.727156,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,137,2.0904044900432703,2.0904044900432703,-1,,0.0,862,13.687760584027735,24.47,False,4.0,79.229996,105.25702,0.87714183,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,4,1,0,1,0,0,0,0,1
3009315,3012917,15.0,0,no,1165712,3,0,1,37000.0,0,35 to 60,1,39,3,-1,188,30.0,0,6,13,asian,male,137,1,1,3,-122.418155,37.727156,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,137,2.0904044900432703,2.0904044900432703,-1,,0.0,169,13.803793826137996,2.84,False,2.0,12.26,60.014,0.50011665,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3055653,3059258,20.0,0,no,1184246,4,0,0,0.0,0,above 60,2,86,1,-1,-1,0.0,0,6,0,asian,female,160,5,3,3,-122.4302249,37.7214371,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,160,8.235672478192816,8.235672478192816,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,19,3,0,0,1,0,1,1,3
3064248,3067853,19.0,0,no,1186494,1,0,1,40000.0,0,35 to 60,1,40,1,-1,11,40.0,0,6,0,asian,male,165,4,1,3,-122.4393552,37.719639,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,True,165,12.451517818559196,12.451517818559196,-1,,0.0,26,14.593012716707301,6.09,True,0.0,25.34,50.367,0.419725,False,False,True,True,H,False,False,True,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
3064249,3067854,19.0,0,no,1186494,1,0,1,22000.0,0,35 to 60,1,42,8,-1,106,40.0,0,6,10,asian,male,165,1,1,3,-122.4393552,37.719639,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,True,165,12.451517818559196,12.451517818559196,-1,,0.0,218,14.468661341167087,5.95,False,3.0,23.79,91.586,0.7632167,False,False,True,False,M,True,False,True,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3064250,3067855,20.0,0,no,1186494,1,0,1,43000.0,0,35 to 60,2,41,2,-1,54,36.0,0,6,1,asian,female,165,1,1,3,-122.4393552,37.719639,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,True,165,12.451517818559196,12.451517818559196,-1,,0.0,5,14.565761126023583,5.67,True,0.0,22.31,33.684204,0.2807017,False,False,False,False,M,True,False,True,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3064251,3067856,20.0,0,no,1186494,5,0,1,21700.0,0,35 to 60,2,38,9,-1,54,24.0,0,6,10,asian,female,165,1,1,3,-122.4393552,37.719639,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,0,True,165,12.451517818559196,12.451517818559196,-1,,0.0,945,14.601589797386627,14.74,True,0.0,57.71,43.37159,0.3614299,False,False,False,False,M,True,False,True,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3064252,3067857,16.0,0,no,1186494,5,0,1,480.0,0,19 and under,1,17,3,165,203,16.0,1,6,2,asian,male,165,6,1,1,-122.4393552,37.719639,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,2,True,165,8.305162384978985,12.451517818559196,133,1.34,6.5,106,14.655193624488824,3.96,True,0.0,18.49,27.251799,0.22709832,False,False,False,False,M,True,False,True,False,school1,False,False,1,0,0,1,1,0,0,0,0,1,0,1
3064253,3067858,2.0,0,no,1186494,5,0,0,0.0,0,19 and under,1,3,4,55,-1,0.0,1,6,2,asian,male,165,8,4,1,-122.4393552,37.719639,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,1,False,165,8.305162384978985,12.451517818559196,168,1.64,8.2,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,True,True,False,,False,False,0,0,0,32,1,1,0,0,0,0,0,0
3064254,3067859,16.0,0,no,1186494,2,0,0,0.0,0,above 60,2,77,7,-1,-1,0.0,0,6,8,asian,female,165,5,3,3,-122.4393552,37.719639,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,0,False,165,12.451517818559196,12.451517818559196,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,True,False,,False,False,0,0,0,24,2,0,0,1,1,0,0,2
3064255,3067860,21.0,0,no,1186494,1,0,0,15400.0,0,20 to 35,2,30,6,-1,-1,20.0,0,6,5,asian,female,165,4,3,3,-122.4393552,37.719639,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,0,False,165,12.451517818559196,12.451517818559196,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,True,False,,False,False,0,0,0,17,3,0,0,2,0,1,0,3
3064256,3067861,0.0,0,no,1186494,5,0,0,0.0,0,19 and under,2,1,5,133,-1,0.0,0,6,2,asian,female,165,8,4,1,-122.4393552,37.719639,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,1,False,165,8.305162384978985,12.451517818559196,202,2.37,12.190001,-1,,,False,,0.0,0.0,0.0,False,False,False,False,H,False,True,False,False,,False,False,0,0,0,0,0,0,0,0,0,0,0,0
3064257,3067862,8.0,0,no,1186494,5,0,0,0.0,0,19 and under,2,10,10,162,-1,0.0,1,6,10,asian,female,165,7,4,1,-122.4393552,37.719639,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,1,False,165,8.305162384978985,12.451517818559196,91,4.4,21.970001,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,True,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
3070896,3074501,16.0,0,no,1188697,2,0,0,0.0,0,above 60,1,86,1,-1,-1,0.0,0,1,0,white,male,164,5,3,3,-122.4457544,37.7123733,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,164,1.1093251158936468,1.1093251158936468,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,8,1,0,0,0,1,0,0,1
3085198,3088803,16.0,0,no,1192320,5,0,1,41800.0,0,20 to 35,2,27,2,-1,10,40.0,0,1,7,white,female,159,1,1,3,-122.4349018,37.7088395,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,True,159,2.1262119058894644,2.1262119058894644,-1,,0.0,991,12.850975808577322,14.43,True,1.0,55.86,79.24039,0.66033655,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3085199,3088804,9.0,0,no,1192320,5,0,0,0.0,0,above 60,2,88,1,-1,-1,0.0,0,1,0,white,female,159,5,3,3,-122.4349018,37.7088395,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,159,2.1262119058894644,2.1262119058894644,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,16,2,0,0,2,0,0,0,2
3117462,3121067,21.0,0,no,1204847,5,0,1,70000.0,0,above 60,2,63,1,-1,1,40.0,0,2,0,black,female,175,1,1,3,-122.465713,37.7631295,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,175,7.324642381611417,7.324642381611417,-1,,0.0,991,14.169264526720493,12.91,True,1.0,57.56,83.48729,0.6957274,True,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3134784,3138389,22.0,0,no,1212154,1,0,1,20000.0,0,35 to 60,1,50,2,-1,106,40.0,0,1,1,white,male,92,1,1,3,-122.4515262,37.7534924,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,92,3.5092689011430025,3.5092689011430025,-1,,0.0,1438,14.046442705698448,15.84,False,3.0,45.1,129.27948,1.0,False,True,True,False,M,True,False,False,False,work1,False,False,1,1,0,5,2,0,1,0,0,1,0,2
3134786,3138391,22.0,0,no,1212154,1,0,1,124000.0,0,35 to 60,2,50,1,-1,109,40.0,0,1,0,white,female,92,4,1,3,-122.4515262,37.7534924,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,92,3.5092689011430025,3.5092689011430025,-1,,0.0,884,14.016268079331407,21.48,False,4.0,77.21,192.6738,1.0,False,True,True,True,N,True,False,False,False,,False,False,0,0,0,32,1,1,0,0,0,0,0,0
3154513,3158118,18.0,0,no,1219999,1,0,1,180000.0,0,35 to 60,1,45,1,188,76,60.0,1,6,0,asian,male,169,3,1,2,-122.4683241,37.73401550000001,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,3,True,169,13.335004292181726,13.335004292181726,188,0.84,5.3,969,14.213384171150928,15.07,True,0.0,59.56,63.618206,0.5301517,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,80,3,2,0,1,0,0,0,1
3154514,3158119,16.0,0,no,1219999,1,0,0,0.0,0,35 to 60,2,36,2,-1,-1,0.0,0,6,1,asian,female,169,4,3,3,-122.4683241,37.73401550000001,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,0,False,169,13.335004292181726,13.335004292181726,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,5,2,0,1,0,0,1,0,2
3154515,3158120,4.0,0,no,1219999,5,0,0,0.0,0,19 and under,2,8,3,99,-1,0.0,1,6,2,asian,female,169,7,4,1,-122.4683241,37.73401550000001,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,1,False,169,8.894447862885212,13.335004292181726,170,0.85,4.46,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,0,0,0,0,0,0,0,0,0
3154516,3158121,2.0,0,no,1219999,5,0,0,0.0,0,19 and under,2,5,4,171,-1,0.0,1,6,2,asian,female,169,8,4,1,-122.4683241,37.73401550000001,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,False,1,False,169,8.894447862885212,13.335004292181726,172,1.59,7.7,-1,,,False,,0.0,0.0,0.0,False,False,False,False,M,True,False,False,False,school1,False,False,1,0,0,8,1,0,0,0,1,0,0,1
3192617,3196222,19.0,0,no,1233476,3,0,1,30000.0,0,35 to 60,1,43,1,-1,894,40.0,0,6,0,asian,male,177,1,1,3,-122.483894,37.7604592,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,177,3.9555301707538213,3.9555301707538213,-1,,0.0,16,13.949166124912367,6.15,True,0.0,31.829998,57.329815,0.47774845,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,8,1,0,0,0,1,0,0,1
3192618,3196223,21.0,0,no,1233476,5,0,1,45000.0,0,35 to 60,1,36,2,-1,107,40.0,0,1,12,white,male,177,1,1,3,-122.483894,37.7604592,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,177,3.9555301707538213,3.9555301707538213,-1,,0.0,13,13.996662782362145,5.79,True,0.0,31.39,52.113197,0.43427664,False,True,False,False,M,True,False,False,False,work1,False,False,1,1,0,4,1,0,1,0,0,0,0,1
3192619,3196224,20.0,0,no,1233476,5,0,1,42000.0,0,20 to 35,1,29,3,-1,875,40.0,0,1,12,white,male,177,1,1,3,-122.483894,37.7604592,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,177,3.9555301707538213,3.9555301707538213,-1,,0.0,15,13.925903174125853,6.2,True,0.0,33.63,55.35899,0.4613249,False,False,False,False,M,True,False,False,False,work1,False,False,1,1,0,16,1,0,0,1,0,0,0,1
3197339,3200944,9.0,0,no,1235236,1,0,0,0.0,0,35 to 60,2,53,2,-1,-1,0.0,0,6,1,asian,female,177,4,3,3,-122.4825615,37.75677720000001,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,False,177,5.264111229700453,5.264111229700453,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,1,1,0,0,0,0,1,0,1
3197340,3200945,12.0,0,no,1235236,1,0,0,0.0,0,above 60,1,81,1,-1,-1,0.0,0,6,0,asian,male,177,5,3,3,-122.4825615,37.75677720000001,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,177,5.264111229700453,5.264111229700453,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,16,1,0,0,1,0,0,0,1
3206570,3210175,21.0,0,no,1238530,5,0,1,155000.0,0,35 to 60,1,50,1,-1,212,40.0,0,1,0,white,male,185,4,1,3,-122.477366,37.7439125,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,185,12.783638998194629,12.783638998194629,-1,,0.0,111,14.210582114926003,6.6,False,3.0,27.75,81.113594,0.6759466,False,True,True,True,N,True,False,False,False,,False,False,0,0,0,16,1,0,0,1,0,0,0,1
3206571,3210176,21.0,0,no,1238530,5,0,1,150000.0,0,20 to 35,2,35,2,-1,106,40.0,0,1,15,white,female,185,1,1,3,-122.477366,37.7439125,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,True,185,12.783638998194629,12.783638998194629,-1,,0.0,317,14.129544458809056,25.05,False,4.0,66.83,166.10559,1.0,False,True,True,False,M,True,False,False,False,work1,False,False,1,1,0,0,0,0,0,0,0,0,0,0
3221590,3225195,22.0,0,no,1243844,1,0,0,0.0,0,35 to 60,2,39,1,-1,-1,0.0,0,1,0,white,female,186,4,3,3,-122.4836625,37.7417628,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0,False,186,4.025789974120039,4.025789974120039,-1,,0.0,-1,,,False,,0.0,0.0,0.0,False,False,False,False,N,True,False,False,False,,False,False,0,0,0,65,4,3,0,0,0,1,0,1
