label,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,value_71,value_72,value_73,value_74,value_75,value_76,value_77,value_78,value_79,value_80,value_81,value_82,value_83,value_84,value_85
origTaxiWaitTime,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002
destTaxiWaitTime,5.5,5.5,5.5,5.5,9.500000000000002,9.500000000000002,17.3,5.5,9.500000000000002,9.500000000000002,5.5,9.500000000000002,5.5,5.5,5.5,5.5,5.5,5.5,9.500000000000002,9.500000000000002,9.500000000000002,5.5,5.5,9.500000000000002,5.5,13.300000000000002,9.500000000000002,9.500000000000002,13.300000000000002,5.5,13.300000000000002,5.5,5.5,5.5,5.5,9.500000000000002,9.500000000000002,5.5,13.300000000000002,9.500000000000002,9.500000000000002,9.500000000000002,5.5,5.5,5.5,9.500000000000002,9.500000000000002,5.5,9.500000000000002,9.500000000000002,5.5,9.500000000000002,5.5,5.5,13.300000000000002,9.500000000000002,5.5,9.500000000000002,13.300000000000002,5.5,5.5,5.5,13.300000000000002,9.500000000000002,9.500000000000002,13.300000000000002,9.500000000000002,5.5,9.500000000000002,5.5,5.5,9.500000000000002,5.5,9.500000000000002,9.500000000000002,5.5,5.5,13.300000000000002,9.500000000000002,5.5,5.5,9.500000000000002,9.500000000000002,17.3,17.3
origin_zone_singleTNC_wait_time_mean,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
origin_zone_singleTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dest_zone_singleTNC_wait_time_mean,3.0,3.0,3.0,3.0,6.3,6.3,8.5,3.0,6.3,6.3,3.0,6.3,3.0,3.0,3.0,3.0,3.0,3.0,6.3,6.3,6.3,3.0,3.0,6.3,3.0,8.4,6.3,6.3,8.4,3.0,8.4,3.0,3.0,3.0,3.0,6.3,6.3,3.0,8.4,6.3,6.3,6.3,3.0,3.0,3.0,6.3,6.3,3.0,6.3,6.3,3.0,6.3,3.0,3.0,8.4,6.3,3.0,6.3,8.4,3.0,3.0,3.0,8.4,6.3,6.3,8.4,6.3,3.0,6.3,3.0,3.0,6.3,3.0,6.3,6.3,3.0,3.0,8.4,6.3,3.0,3.0,6.3,6.3,8.5,8.5
dest_zone_singleTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSingleTNCWaitTime,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999
destSingleTNCWaitTime,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,8.5,3.0000000000000004,6.299999999999999,6.299999999999999,3.0000000000000004,6.299999999999999,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,6.299999999999999,3.0000000000000004,3.0000000000000004,6.299999999999999,3.0000000000000004,8.4,6.299999999999999,6.299999999999999,8.4,3.0000000000000004,8.4,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,3.0000000000000004,8.4,6.299999999999999,6.299999999999999,6.299999999999999,3.0000000000000004,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,3.0000000000000004,6.299999999999999,6.299999999999999,3.0000000000000004,6.299999999999999,3.0000000000000004,3.0000000000000004,8.4,6.299999999999999,3.0000000000000004,6.299999999999999,8.4,3.0000000000000004,3.0000000000000004,3.0000000000000004,8.4,6.299999999999999,6.299999999999999,8.4,6.299999999999999,3.0000000000000004,6.299999999999999,3.0000000000000004,3.0000000000000004,6.299999999999999,3.0000000000000004,6.299999999999999,6.299999999999999,3.0000000000000004,3.0000000000000004,8.4,6.299999999999999,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,8.5,8.5
origin_zone_sharedTNC_wait_time_mean,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
origin_zone_sharedTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dest_zone_sharedTNC_wait_time_mean,5.0,5.0,5.0,5.0,8.0,8.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,8.0,5.0,11.0,8.0,8.0,11.0,5.0,11.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,11.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,8.0,5.0,8.0,8.0,5.0,8.0,5.0,5.0,11.0,8.0,5.0,8.0,11.0,5.0,5.0,5.0,11.0,8.0,8.0,11.0,8.0,5.0,8.0,5.0,5.0,8.0,5.0,8.0,8.0,5.0,5.0,11.0,8.0,5.0,5.0,8.0,8.0,15.0,15.0
dest_zone_sharedTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSharedTNCWaitTime,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998
destSharedTNCWaitTime,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,15.0,4.999999999999999,7.999999999999998,7.999999999999998,4.999999999999999,7.999999999999998,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,7.999999999999998,4.999999999999999,4.999999999999999,7.999999999999998,4.999999999999999,11.000000000000002,7.999999999999998,7.999999999999998,11.000000000000002,4.999999999999999,11.000000000000002,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,4.999999999999999,11.000000000000002,7.999999999999998,7.999999999999998,7.999999999999998,4.999999999999999,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,4.999999999999999,7.999999999999998,7.999999999999998,4.999999999999999,7.999999999999998,4.999999999999999,4.999999999999999,11.000000000000002,7.999999999999998,4.999999999999999,7.999999999999998,11.000000000000002,4.999999999999999,4.999999999999999,4.999999999999999,11.000000000000002,7.999999999999998,7.999999999999998,11.000000000000002,7.999999999999998,4.999999999999999,7.999999999999998,4.999999999999999,4.999999999999999,7.999999999999998,4.999999999999999,7.999999999999998,7.999999999999998,4.999999999999999,4.999999999999999,11.000000000000002,7.999999999999998,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,15.0,15.0
totalWaitTaxi,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,19.000000000000004,19.000000000000004,26.800000000000004,15.000000000000002,19.000000000000004,19.000000000000004,15.000000000000002,19.000000000000004,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,19.000000000000004,19.000000000000004,19.000000000000004,15.000000000000002,15.000000000000002,19.000000000000004,15.000000000000002,22.800000000000004,19.000000000000004,19.000000000000004,22.800000000000004,15.000000000000002,22.800000000000004,15.000000000000002,15.000000000000002,15.000000000000002,15.000000000000002,19.000000000000004,19.000000000000004,15.000000000000002,22.800000000000004,19.000000000000004,19.000000000000004,19.000000000000004,15.000000000000002,15.000000000000002,15.000000000000002,19.000000000000004,19.000000000000004,15.000000000000002,19.000000000000004,19.000000000000004,15.000000000000002,19.000000000000004,15.000000000000002,15.000000000000002,22.800000000000004,19.000000000000004,15.000000000000002,19.000000000000004,22.800000000000004,15.000000000000002,15.000000000000002,15.000000000000002,22.800000000000004,19.000000000000004,19.000000000000004,22.800000000000004,19.000000000000004,15.000000000000002,19.000000000000004,15.000000000000002,15.000000000000002,19.000000000000004,15.000000000000002,19.000000000000004,19.000000000000004,15.000000000000002,15.000000000000002,22.800000000000004,19.000000000000004,15.000000000000002,15.000000000000002,19.000000000000004,19.000000000000004,26.800000000000004,26.800000000000004
totalWaitSingleTNC,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,12.599999999999998,12.599999999999998,14.799999999999999,9.299999999999999,12.599999999999998,12.599999999999998,9.299999999999999,12.599999999999998,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,12.599999999999998,12.599999999999998,12.599999999999998,9.299999999999999,9.299999999999999,12.599999999999998,9.299999999999999,14.7,12.599999999999998,12.599999999999998,14.7,9.299999999999999,14.7,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,12.599999999999998,12.599999999999998,9.299999999999999,14.7,12.599999999999998,12.599999999999998,12.599999999999998,9.299999999999999,9.299999999999999,9.299999999999999,12.599999999999998,12.599999999999998,9.299999999999999,12.599999999999998,12.599999999999998,9.299999999999999,12.599999999999998,9.299999999999999,9.299999999999999,14.7,12.599999999999998,9.299999999999999,12.599999999999998,14.7,9.299999999999999,9.299999999999999,9.299999999999999,14.7,12.599999999999998,12.599999999999998,14.7,12.599999999999998,9.299999999999999,12.599999999999998,9.299999999999999,9.299999999999999,12.599999999999998,9.299999999999999,12.599999999999998,12.599999999999998,9.299999999999999,9.299999999999999,14.7,12.599999999999998,9.299999999999999,9.299999999999999,12.599999999999998,12.599999999999998,14.799999999999999,14.799999999999999
totalWaitSharedTNC,12.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,23.0,12.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,12.999999999999996,19.0,15.999999999999996,15.999999999999996,19.0,12.999999999999996,19.0,12.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,19.0,15.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,19.0,15.999999999999996,12.999999999999996,15.999999999999996,19.0,12.999999999999996,12.999999999999996,12.999999999999996,19.0,15.999999999999996,15.999999999999996,19.0,15.999999999999996,12.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,12.999999999999996,12.999999999999996,19.0,15.999999999999996,12.999999999999996,12.999999999999996,15.999999999999996,15.999999999999996,23.0,23.0
_free_parking_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
_dest_hourly_peak_parking_cost,110.73114701091049,514.814710505412,31.35787542868762,5.238942332386756,13.013824977600846,2.404295091207149,0.16591341971151985,14.239269768789608,7.359533896663704,7.205211857954817,12.985235917079446,1.0279296009917092,8.151828381500223,10.00493690577674,14.515617144195904,18.042829856791908,19.28329103894081,60.43713507088099,4.295098844502356,14.459048746299029,13.21387308140903,30.986741713160004,25.163796201972445,4.052885424857422,18.39028871087444,0.0,0.0,9.61064700488348,0.7699029705074254,314.0095312877405,1.915430760802184,89.04768355455204,14.234532826491945,176.30006287244362,0.9295546574648672,2.8262771012858368,12.767853056744954,2.4140008784192304,3.916755440087369,0.0,0.0,1.9883098994690365,6.131583076269474,0.0,8.151828381500223,8.193805384992224,8.791849061248476,13.688940406899814,5.557973377528844,14.459048746299029,13.40844786336284,5.149440606497332,193.01855574925446,36.4332758335306,4.760288771395376,4.431603486076637,11.820483054553875,1.9853401053250792,2.296721842968851,38.36902154486247,5.072981705467918,2.7408557593722485,0.0,9.609483848131033,7.5440864934567875,1.3055237673675966,7.359533896663704,10.00493690577674,4.507115655282486,71.97800910581238,13.688940406899814,3.2689104047294806,23.42694816103803,13.21387308140903,5.149440606497332,16.356630806384487,35.766509901760685,4.760288771395376,29.544716225532017,35.72316257227078,21.756293173281016,11.318471713206884,3.479307097365953,0.16685020452236288,0.0
_dest_hourly_offpeak_parking_cost,272.73695181810257,1513.6606416749335,86.97671243616062,22.8489112433186,40.854622310135156,8.018255852910514,0.31249746310164994,38.762297866072615,1.038491227942444,15.73881086265982,1.1702102257748663,1.0376056875631647,0.0,10.446381781793091,13.44767582378256,0.0,28.828077079333468,82.70762878761252,18.39464596056402,42.438294878242026,36.774320463226935,61.5516502532189,67.9993746335487,16.60200539258728,62.34450991537317,0.17274701259622915,0.0,20.256513545246392,3.119133510731518,669.8816939649389,2.6589436856979987,266.08240079091104,38.642175440367744,489.30131080094736,0.1313982383695702,13.427136837436063,29.464345493002554,0.0,11.128608542279537,0.0,0.0,8.338235397181819,2.859187802461875,0.0,0.0,20.588363450257013,20.9513361072097,34.9163342370528,16.992496174801172,42.438294878242026,37.39600604481589,12.345014382708529,502.7841737286361,86.51556699918491,13.32727582063832,20.868994085525614,34.372846487503374,5.90822457748618,7.475180078293718,124.90103404802437,6.208317447866138,12.38603628885062,0.0,24.370757203782958,25.0739587462967,4.140768629787267,1.038491227942444,10.446381781793091,16.302716576586448,212.27625629043087,34.9163342370528,13.87572732379408,65.47561571584117,36.774320463226935,12.345014382708529,9.448571770863822,94.14375730269668,13.32727582063832,56.33792590298121,83.54719019906473,56.88598762007206,31.849599713325983,12.376119773993757,0.9330639037725116,0.0
_hourly_peak_parking_cost,110.73114701091049,514.814710505412,31.35787542868762,5.238942332386756,13.013824977600846,2.404295091207149,0.16591341971151985,14.239269768789608,7.359533896663704,7.205211857954817,12.985235917079446,1.0279296009917092,8.151828381500223,10.00493690577674,14.515617144195904,18.042829856791908,19.28329103894081,60.43713507088099,4.295098844502356,14.459048746299029,13.21387308140903,30.986741713160004,25.163796201972445,4.052885424857422,18.39028871087444,0.0,0.0,9.61064700488348,0.7699029705074254,314.0095312877405,1.915430760802184,89.04768355455204,14.234532826491945,176.30006287244362,0.9295546574648672,2.8262771012858368,12.767853056744954,2.4140008784192304,3.916755440087369,0.0,0.0,1.9883098994690365,6.131583076269474,0.0,8.151828381500223,8.193805384992224,8.791849061248476,13.688940406899814,5.557973377528844,14.459048746299029,13.40844786336284,5.149440606497332,193.01855574925446,36.4332758335306,4.760288771395376,4.431603486076637,11.820483054553875,1.9853401053250792,2.296721842968851,38.36902154486247,5.072981705467918,2.7408557593722485,0.0,9.609483848131033,7.5440864934567875,1.3055237673675966,7.359533896663704,10.00493690577674,4.507115655282486,71.97800910581238,13.688940406899814,3.2689104047294806,23.42694816103803,13.21387308140903,5.149440606497332,16.356630806384487,35.766509901760685,4.760288771395376,29.544716225532017,35.72316257227078,21.756293173281016,11.318471713206884,3.479307097365953,0.16685020452236288,0.0
_hourly_offpeak_parking_cost,272.73695181810257,1513.6606416749335,86.97671243616062,22.8489112433186,40.854622310135156,8.018255852910514,0.31249746310164994,38.762297866072615,1.038491227942444,15.73881086265982,1.1702102257748663,1.0376056875631647,0.0,10.446381781793091,13.44767582378256,0.0,28.828077079333468,82.70762878761252,18.39464596056402,42.438294878242026,36.774320463226935,61.5516502532189,67.9993746335487,16.60200539258728,62.34450991537317,0.17274701259622915,0.0,20.256513545246392,3.119133510731518,669.8816939649389,2.6589436856979987,266.08240079091104,38.642175440367744,489.30131080094736,0.1313982383695702,13.427136837436063,29.464345493002554,0.0,11.128608542279537,0.0,0.0,8.338235397181819,2.859187802461875,0.0,0.0,20.588363450257013,20.9513361072097,34.9163342370528,16.992496174801172,42.438294878242026,37.39600604481589,12.345014382708529,502.7841737286361,86.51556699918491,13.32727582063832,20.868994085525614,34.372846487503374,5.90822457748618,7.475180078293718,124.90103404802437,6.208317447866138,12.38603628885062,0.0,24.370757203782958,25.0739587462967,4.140768629787267,1.038491227942444,10.446381781793091,16.302716576586448,212.27625629043087,34.9163342370528,13.87572732379408,65.47561571584117,36.774320463226935,12.345014382708529,9.448571770863822,94.14375730269668,13.32727582063832,56.33792590298121,83.54719019906473,56.88598762007206,31.849599713325983,12.376119773993757,0.9330639037725116,0.0
daily_parking_cost,1636.4217109086153,9081.9638500496,521.8602746169638,137.0934674599116,245.12773386081093,48.10953511746308,1.8749847786098996,232.5737871964357,6.2309473676546645,94.43286517595892,7.021261354649198,6.225634125378988,0.0,62.678290690758544,80.68605494269536,0.0,172.9684624760008,496.2457727256751,110.36787576338412,254.62976926945214,220.64592277936163,369.3099015193134,407.99624780129216,99.61203235552368,374.067059492239,1.036482075577375,0.0,121.53908127147835,18.714801064389107,4019.2901637896334,15.953662114187992,1596.4944047454662,231.85305264220648,2935.8078648056844,0.7883894302174212,80.56282102461637,176.78607295801532,0.0,66.77165125367722,0.0,0.0,50.029412383090914,17.15512681477125,0.0,0.0,123.53018070154208,125.70801664325819,209.4980054223168,101.95497704880702,254.62976926945214,224.37603626889535,74.07008629625118,3016.7050423718165,519.0934019951095,79.96365492382992,125.21396451315368,206.23707892502023,35.44934746491708,44.85108046976231,749.4062042881462,37.24990468719683,74.31621773310373,0.0,146.22454322269775,150.4437524777802,24.844611778723603,6.2309473676546645,62.678290690758544,97.81629945951869,1273.6575377425852,209.4980054223168,83.25436394276448,392.85369429504703,220.64592277936163,74.07008629625118,56.69143062518293,564.86254381618,79.96365492382992,338.02755541788724,501.28314119438835,341.31592572043235,191.0975982799559,74.25671864396254,5.598383422635069,0.0
distance,13.720000267028809,13.609999656677246,15.949999809265137,17.3799991607666,22.84000015258789,50.34000015258789,24.510000228881836,9.319999694824219,8.119999885559082,8.140000343322754,6.380000114440918,5.260000228881836,6.340000152587891,5.929999828338623,6.269999980926514,4.510000228881836,5.059999942779541,3.819999933242798,3.5899999141693115,2.3299999237060547,1.8300000429153442,6.409999847412109,5.619999885559082,9.15999984741211,19.889999389648438,41.2400016784668,37.439998626708984,26.3799991607666,50.79999923706055,13.079999923706055,10.609999656677246,14.0,18.309999465942383,13.529999732971191,22.709999084472656,34.400001525878906,43.38999938964844,44.34000015258789,34.61000061035156,22.8799991607666,12.350000381469727,15.380000114440918,12.319999694824219,8.239999771118164,6.340000152587891,7.070000171661377,2.75,3.8399999141693115,5.579999923706055,2.3299999237060547,1.7699999809265137,0.7599999904632568,2.5399999618530273,5.059999942779541,5.059999942779541,6.829999923706055,9.520000457763672,18.6200008392334,29.790000915527344,14.619999885559082,19.31999969482422,28.1200008392334,44.119998931884766,43.93000030517578,24.469999313354492,27.850000381469727,8.119999885559082,5.929999828338623,8.199999809265137,4.0,3.8399999141693115,5.570000171661377,3.180000066757202,1.8300000429153442,0.7599999904632568,1.5199999809265137,4.809999942779541,5.059999942779541,4.619999885559082,6.840000152587891,7.440000057220459,8.529999732971191,10.140000343322754,10.850000381469727,36.880001068115234
congestion_destination,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sov_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sovtoll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hov2_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2toll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hov3_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3toll_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
