process,time,rss,used,available,percent,event
mp_households_11, 16/05/2021 18:32:32, 10.79, 18.27, 94.63, 23.5%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_12, 16/05/2021 18:32:32, 10.83, 18.28, 94.63, 23.5%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_9, 16/05/2021 18:32:32, 10.77, 18.28, 94.63, 23.5%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_7, 16/05/2021 18:32:32, 10.81, 18.28, 94.63, 23.5%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_11, 16/05/2021 18:32:33, 10.79, 18.17, 94.74, 23.4%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_3, 16/05/2021 18:32:33, 10.77, 18.22, 94.69, 23.4%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_12, 16/05/2021 18:32:33, 10.83, 17.99, 94.91, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_11, 16/05/2021 18:32:33, 10.79, 18.01, 94.89, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_11, 16/05/2021 18:32:33, 10.79, 18.02, 94.88, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_3, 16/05/2021 18:32:33, 10.77, 18.03, 94.88, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 18.03, 94.88, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.interaction_utilities
mp_households_10, 16/05/2021 18:32:33, 10.79, 18.03, 94.88, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_3, 16/05/2021 18:32:33, 10.77, 18.04, 94.86, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_7, 16/05/2021 18:32:33, 10.81, 18.04, 94.86, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_9, 16/05/2021 18:32:33, 10.77, 18.05, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_15, 16/05/2021 18:32:33, 10.83, 18.05, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.interaction_utilities
mp_households_1, 16/05/2021 18:32:33, 10.84, 18.04, 94.86, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_6, 16/05/2021 18:32:33, 10.82, 18.06, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_df
mp_households_10, 16/05/2021 18:32:33, 10.79, 18.06, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_9, 16/05/2021 18:32:33, 10.77, 18.06, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_15, 16/05/2021 18:32:33, 10.83, 18.05, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_df
mp_households_9, 16/05/2021 18:32:33, 10.77, 18.05, 94.85, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_1, 16/05/2021 18:32:33, 10.84, 18.06, 94.84, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_9, 16/05/2021 18:32:33, 10.77, 18.06, 94.84, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_12, 16/05/2021 18:32:33, 10.83, 18.07, 94.84, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 18.07, 94.83, 23.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.utilities
mp_households_15, 16/05/2021 18:32:33, 10.83, 17.81, 95.09, 23.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.utilities
mp_households_7, 16/05/2021 18:32:33, 10.81, 17.81, 95.09, 23.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_12, 16/05/2021 18:32:33, 10.83, 17.82, 95.09, 23.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_12, 16/05/2021 18:32:33, 10.83, 17.59, 95.32, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:33, 10.75, 17.59, 95.31, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.interaction_utilities
mp_households_10, 16/05/2021 18:32:33, 10.79, 17.59, 95.31, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 17.59, 95.31, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_utilities
mp_households_12, 16/05/2021 18:32:33, 10.83, 17.59, 95.31, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_15, 16/05/2021 18:32:33, 10.83, 17.60, 95.30, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_utilities
mp_households_7, 16/05/2021 18:32:33, 10.81, 17.60, 95.30, 22.9%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_7, 16/05/2021 18:32:33, 10.81, 17.62, 95.29, 23.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_10, 16/05/2021 18:32:33, 10.79, 17.62, 95.29, 23.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_8, 16/05/2021 18:32:33, 10.75, 17.62, 95.28, 23.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_df
mp_households_7, 16/05/2021 18:32:33, 10.81, 17.63, 95.28, 23.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_1, 16/05/2021 18:32:33, 10.84, 17.41, 95.50, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_10, 16/05/2021 18:32:33, 10.79, 17.41, 95.50, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_10, 16/05/2021 18:32:33, 10.79, 17.41, 95.49, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:33, 10.75, 17.44, 95.47, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.utilities
mp_households_1, 16/05/2021 18:32:33, 10.83, 17.44, 95.46, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_1, 16/05/2021 18:32:33, 10.83, 17.45, 95.45, 22.8%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_1, 16/05/2021 18:32:33, 10.83, 17.18, 95.73, 22.6%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 17.20, 95.71, 22.6%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_8, 16/05/2021 18:32:33, 10.75, 17.20, 95.70, 22.6%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.interaction_utilities
mp_households_15, 16/05/2021 18:32:33, 10.83, 17.19, 95.71, 22.6%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_6, 16/05/2021 18:32:33, 10.82, 16.97, 95.94, 22.4%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_15, 16/05/2021 18:32:33, 10.83, 16.75, 96.16, 22.3%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_8, 16/05/2021 18:32:33, 10.75, 16.49, 96.42, 22.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.probs
mp_households_6, 16/05/2021 18:32:33, 10.82, 16.55, 96.36, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:33, 10.75, 16.58, 96.33, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.utilities
mp_households_6, 16/05/2021 18:32:33, 10.82, 16.58, 96.32, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_15, 16/05/2021 18:32:33, 10.83, 16.59, 96.32, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 16.60, 96.31, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_6, 16/05/2021 18:32:33, 10.82, 16.60, 96.31, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_15, 16/05/2021 18:32:33, 10.83, 16.61, 96.30, 22.1%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_15, 16/05/2021 18:32:34, 10.83, 16.65, 96.25, 22.2%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_15, 16/05/2021 18:32:34, 10.83, 16.68, 96.23, 22.2%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:34, 10.75, 16.68, 96.23, 22.2%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:34, 10.75, 16.72, 96.19, 22.2%, school_location.i1.sample.highschool.interaction_sample.chunk_2.del.probs
mp_households_8, 16/05/2021 18:32:34, 10.75, 16.48, 96.43, 22.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_8, 16/05/2021 18:32:34, 10.75, 16.49, 96.42, 22.0%, school_location.i1.sample.highschool.interaction_sample.chunk_2.add.choices_df
mp_households_14, 16/05/2021 18:32:56, 11.03, 26.93, 85.98, 30.5%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_4, 16/05/2021 18:32:57, 11.04, 27.14, 85.77, 30.7%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_2, 16/05/2021 18:32:57, 11.02, 26.82, 86.08, 30.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_14, 16/05/2021 18:32:57, 11.17, 26.76, 86.14, 30.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_14, 16/05/2021 18:32:57, 11.12, 26.76, 86.15, 30.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_14, 16/05/2021 18:32:57, 11.12, 26.78, 86.13, 30.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_14, 16/05/2021 18:32:57, 11.04, 26.82, 86.09, 30.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_14, 16/05/2021 18:32:57, 10.97, 27.25, 85.66, 30.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_14, 16/05/2021 18:32:58, 10.97, 27.78, 85.13, 31.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
mp_households_4, 16/05/2021 18:32:58, 11.16, 27.96, 84.95, 31.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_14, 16/05/2021 18:32:58, 10.97, 27.93, 84.98, 31.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_df
mp_households_4, 16/05/2021 18:32:58, 11.11, 27.94, 84.97, 31.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_14, 16/05/2021 18:32:58, 10.97, 27.96, 84.95, 31.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.sample_counts
mp_households_4, 16/05/2021 18:32:58, 11.11, 27.96, 84.95, 31.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_5, 16/05/2021 18:32:58, 11.05, 27.23, 85.67, 30.7%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_4, 16/05/2021 18:32:58, 11.03, 27.19, 85.72, 30.7%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_14, 16/05/2021 18:32:58, 10.97, 27.40, 85.51, 30.9%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.sample_counts
mp_households_14, 16/05/2021 18:32:58, 10.97, 28.14, 84.76, 31.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_utilities
mp_households_14, 16/05/2021 18:32:59, 10.97, 28.27, 84.63, 31.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.padded_utilities
mp_households_14, 16/05/2021 18:32:59, 10.97, 28.53, 84.37, 31.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.utilities_df
mp_households_10, 16/05/2021 18:32:59, 11.01, 27.87, 85.03, 31.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 16/05/2021 18:32:59, 11.04, 27.13, 85.77, 30.7%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_13, 16/05/2021 18:32:59, 11.04, 25.70, 87.21, 29.5%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_14, 16/05/2021 18:32:59, 10.97, 25.71, 87.20, 29.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.padded_utilities
mp_households_4, 16/05/2021 18:32:59, 10.97, 25.70, 87.21, 29.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_9, 16/05/2021 18:32:59, 11.02, 26.50, 86.40, 30.1%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_14, 16/05/2021 18:32:59, 10.97, 25.78, 87.12, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.probs
mp_households_11, 16/05/2021 18:32:59, 10.99, 25.07, 87.84, 29.0%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_2, 16/05/2021 18:32:59, 11.15, 25.11, 87.79, 29.0%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_4, 16/05/2021 18:32:59, 10.97, 25.11, 87.79, 29.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
mp_households_14, 16/05/2021 18:32:59, 10.97, 25.12, 87.79, 29.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.utilities_df
mp_households_2, 16/05/2021 18:33:00, 11.09, 25.23, 87.67, 29.1%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.27, 87.64, 29.1%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_df
mp_households_2, 16/05/2021 18:33:00, 11.09, 25.32, 87.59, 29.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.33, 87.58, 29.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.sample_counts
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.78, 87.13, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.sample_counts
mp_households_2, 16/05/2021 18:33:00, 11.01, 25.82, 87.09, 29.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_14, 16/05/2021 18:33:00, 10.97, 25.86, 87.05, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.positions
mp_households_14, 16/05/2021 18:33:00, 10.97, 25.82, 87.09, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.rands
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.82, 87.08, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_utilities
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.92, 86.98, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.padded_utilities
mp_households_14, 16/05/2021 18:33:00, 10.97, 26.28, 86.62, 30.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.probs
mp_households_14, 16/05/2021 18:33:00, 10.97, 26.27, 86.64, 30.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.choices
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.96, 86.95, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.utilities_df
mp_households_2, 16/05/2021 18:33:00, 10.95, 26.28, 86.63, 30.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_12, 16/05/2021 18:33:00, 11.01, 25.48, 87.43, 29.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_2, 16/05/2021 18:33:00, 10.95, 25.66, 87.25, 29.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.51, 87.39, 29.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.padded_utilities
mp_households_3, 16/05/2021 18:33:00, 11.00, 24.94, 87.97, 28.9%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_4, 16/05/2021 18:33:00, 10.97, 24.95, 87.96, 28.9%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.probs
mp_households_2, 16/05/2021 18:33:00, 10.95, 24.88, 88.02, 28.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_df
mp_households_2, 16/05/2021 18:33:00, 10.95, 25.09, 87.82, 29.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.sample_counts
mp_households_4, 16/05/2021 18:33:00, 10.97, 25.05, 87.86, 29.0%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.utilities_df
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.19, 87.71, 29.1%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.sample_counts
mp_households_4, 16/05/2021 18:33:01, 10.97, 25.97, 86.94, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.positions
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.99, 86.91, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_utilities
mp_households_4, 16/05/2021 18:33:01, 10.97, 25.92, 86.99, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.rands
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.97, 86.93, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.padded_utilities
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.83, 87.07, 29.6%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.utilities_df
mp_households_7, 16/05/2021 18:33:01, 11.02, 25.09, 87.82, 29.0%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_4, 16/05/2021 18:33:01, 10.97, 25.29, 87.62, 29.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.probs
mp_households_9, 16/05/2021 18:33:01, 11.14, 25.33, 87.57, 29.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.34, 87.57, 29.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.padded_utilities
mp_households_4, 16/05/2021 18:33:01, 10.97, 25.40, 87.51, 29.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.choices
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.50, 87.40, 29.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.probs
mp_households_13, 16/05/2021 18:33:01, 11.16, 25.33, 87.57, 29.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_9, 16/05/2021 18:33:01, 11.09, 25.29, 87.61, 29.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_2, 16/05/2021 18:33:01, 10.95, 25.38, 87.52, 29.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.utilities_df
mp_households_5, 16/05/2021 18:33:01, 11.18, 25.47, 87.44, 29.3%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_9, 16/05/2021 18:33:01, 11.09, 25.59, 87.32, 29.4%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 16/05/2021 18:33:01, 11.17, 26.02, 86.88, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_9, 16/05/2021 18:33:01, 11.01, 25.89, 87.02, 29.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_10, 16/05/2021 18:33:01, 11.13, 25.87, 87.04, 29.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_5, 16/05/2021 18:33:01, 11.13, 25.85, 87.06, 29.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_5, 16/05/2021 18:33:01, 11.13, 26.08, 86.83, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_10, 16/05/2021 18:33:02, 11.08, 26.19, 86.72, 29.9%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_0, 16/05/2021 18:33:02, 11.11, 26.21, 86.70, 29.9%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_10, 16/05/2021 18:33:02, 11.08, 26.20, 86.70, 29.9%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_0, 16/05/2021 18:33:02, 11.11, 26.06, 86.85, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_9, 16/05/2021 18:33:02, 10.95, 26.08, 86.82, 29.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_11, 16/05/2021 18:33:02, 11.11, 26.13, 86.78, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_10, 16/05/2021 18:33:02, 11.00, 26.13, 86.78, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_5, 16/05/2021 18:33:02, 11.05, 26.10, 86.80, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_13, 16/05/2021 18:33:02, 11.11, 26.04, 86.86, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_2, 16/05/2021 18:33:02, 10.95, 25.97, 86.93, 29.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.positions
mp_households_2, 16/05/2021 18:33:02, 10.95, 26.02, 86.89, 29.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.rands
mp_households_11, 16/05/2021 18:33:02, 11.06, 26.05, 86.85, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
mp_households_1, 16/05/2021 18:33:02, 11.01, 24.53, 88.37, 28.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_6, 16/05/2021 18:33:02, 11.03, 24.54, 88.37, 28.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
mp_households_0, 16/05/2021 18:33:02, 11.03, 25.32, 87.58, 29.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_11, 16/05/2021 18:33:02, 11.06, 24.59, 88.31, 28.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_13, 16/05/2021 18:33:02, 11.11, 26.06, 86.85, 29.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
mp_households_10, 16/05/2021 18:33:02, 10.94, 24.71, 88.20, 28.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_2, 16/05/2021 18:33:02, 10.95, 24.71, 88.20, 28.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.probs
mp_households_2, 16/05/2021 18:33:02, 10.95, 24.84, 88.07, 28.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.choices
mp_households_9, 16/05/2021 18:33:02, 10.95, 24.88, 88.02, 28.8%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
mp_households_13, 16/05/2021 18:33:02, 11.03, 24.88, 88.03, 28.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_11, 16/05/2021 18:33:02, 10.98, 24.89, 88.01, 28.8%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
mp_households_5, 16/05/2021 18:33:02, 10.99, 24.91, 88.00, 28.9%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_9, 16/05/2021 18:33:02, 10.95, 24.52, 88.38, 28.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_df
mp_households_9, 16/05/2021 18:33:02, 10.95, 24.18, 88.73, 28.3%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.sample_counts
mp_households_10, 16/05/2021 18:33:02, 10.94, 24.30, 88.61, 28.4%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
mp_households_0, 16/05/2021 18:33:02, 10.97, 24.52, 88.39, 28.5%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_11, 16/05/2021 18:33:02, 10.92, 24.67, 88.23, 28.7%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
mp_households_12, 16/05/2021 18:33:02, 11.15, 24.61, 88.30, 28.6%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
mp_households_13, 16/05/2021 18:33:02, 10.97, 24.95, 87.95, 28.9%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
