label,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,value_71,value_72,value_73
last_trip,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
_origin_terminal_time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_dest_terminal_time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total_terminal_time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
free_parking_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dest_hourly_peak_parking_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
origin_hourly_peak_parking_cost,0.0,8.293186826638138,6.049076934369444,2.7714494073766867,0.14212345742249022,0.0,4.212007941851114,2.409826726688263,1.8277018969295435,0.6225737203490258,4.848925636150784,0.029301341379118714,4.852925331984008,4.772908935512062,60.78537501798195,116.79605931250357,2.2102464794070875,2.9035489928628477,0.060405062842571994,0.8585188961570424,7.362960460811669,9.302248096916156,2.2100440108722292,182.39358040857925,29.932855384678486,2.8832694501520613,0.0,0.040471721753731364,0.0,0.6294278895942499,2.9713373941343213,4.848925636150784,0.029301341379118714,0.02975046323186961,4.772908935512062,1.1412589915818718,60.78537501798195,43.20867084705409,7.804005984465263,0.0,13.60322134354991,4.1783140644192285,0.0,15.536687755473777,5.294021542485053,6.547036656269847,1.8961231018494766,1.311869686545155,0.0,0.2677868023879921,36.27406982596947,12.613742399997713,0.0,4.848925636150784,24.748981135274327,4.772908935512062,1.1412589915818718,2.7204025923213537,60.78537501798195,124.95311340519976,53.36301941823948,165.94370782035475,116.79605931250357,2.2102464794070875,13.60322134354991,5.294021542485053,0.8585188961570424,57.379847152986024,265.106108315105,182.39358040857925,13.072890471662753,4.894104921356662,8.057939893606601
origin_duration,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
dest_duration,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
origin_parking_cost,0.0,107.81142874629579,78.63800014680278,36.02884229589693,1.847604946492373,0.0,54.756103244064484,31.32774744694742,23.760124660084067,8.093458364537335,63.03603326996019,0.38091743792854327,63.088029315792106,62.047816161656804,790.2098752337654,1518.3487710625463,28.733204232292138,37.74613690721702,0.7852658169534359,11.16074565004155,95.7184859905517,120.92922525991003,28.730572141338982,2371.1165453115304,389.1271200008203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.52368159997943,0.0,43.64033072535705,222.74083021746895,42.95618041960856,10.271330924236846,24.483623330892183,547.0683751618376,1124.5780206467978,480.26717476415536,1493.4933703831928,1051.1645338125322,19.892218314663786,122.42899209194918,47.64619388236548,7.726670065413381,516.4186243768742,2385.954974835945,1641.5422236772133,117.65601424496478,44.04694429220996,72.52145904245941
dest_parking_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,4.852925331984008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total_parking_cost,0.0,53.905714373147894,39.31900007340139,18.014421147948465,0.9238024732461865,0.0,27.378051622032242,15.66387372347371,11.880062330042033,4.046729182268668,31.518016634980096,0.19045871896427163,31.544014657896053,31.023908080828402,395.1049376168827,759.1743855312732,14.366602116146069,18.87306845360851,0.39263290847671795,5.580372825020775,47.85924299527585,60.46461262995501,14.365286070669491,1185.5582726557652,194.56356000041015,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,2.426462665992004,56.76184079998971,0.0,21.820165362678527,111.37041510873448,21.47809020980428,5.135665462118423,12.241811665446091,273.5341875809188,562.2890103233989,240.13358738207768,746.7466851915964,525.5822669062661,9.946109157331893,61.21449604597459,23.82309694118274,3.8633350327066904,258.2093121884371,1192.9774874179725,820.7711118386067,58.82800712248239,22.02347214610498,36.260729521229706
trip_topology,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
density_index,1.3178868668483859,2.450942355381286,2.9296216576357397,1.2086821477604452,0.41139277313210043,0.8952462613204736,0.6934566440748959,1.1384437643790262,0.6045683805115863,0.23649637357560627,1.5044171303564995,6.888682355160898e-05,2.2501699923599503,1.4905612580306775,8.641323828193656,15.545939828322753,0.6861062229749499,0.5505291917746615,0.005869520825114764,0.2671846838514583,2.0781084300246624,1.7554661535617926,0.018252904417513087,27.758291727787267,2.507924182934245,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,2.2501699923599503,5.077359114899701,0.24928747193526596,1.5044171303564995,3.6620787866378652,1.4905612580306775,0.41061144751380024,0.5804815483401997,8.641323828193656,16.781738888841733,5.703685408647094,25.68693289264954,15.545939828322753,0.6861062229749499,2.9382624416326895,1.1282185653039216,0.2671846838514583,9.705946888097559,37.197582918858465,27.758291727787267,2.573343394515835,1.9696172745412963,2.252813995867158
origin_density_index,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,1.2706014983810465,0.009677916029215371,0.04613136211524726,0.8952462613204736,0.08422721138714565,0.7439455366606591,1.5044171303564995,6.888682355160898e-05,0.00015555149123387964,1.4905612580306775,0.41061144751380024,8.641323828193656,9.196858091649608,0.9150624410831907,1.0445894650696848,2.9382624416326895,1.286064299007716,0.5093320669991293,3.9396779360394243,1.1282185653039216,1.5753364769800993,0.555614317250145,0.5442017690500491,0.010289415842116671,0.013360181013976355,9.875151900202708,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254,0.7773036051631254
_walk_transit_origin,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
_walk_transit_destination,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
walk_transit_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
drive_transit_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
origin_walk_time,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66
destination_walk_time,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66,6.66
origin_density_measure,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,5399.278730151831,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,15357.201270933227,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184,10780.950147746184
origin_density,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
origin_zone_taxi_wait_time_mean,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
origin_zone_taxi_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origTaxiWaitTime,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002,9.500000000000002
origin_zone_singleTNC_wait_time_mean,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
origin_zone_singleTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSingleTNCWaitTime,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,3.0000000000000004,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999
origin_zone_sharedTNC_wait_time_mean,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
origin_zone_sharedTNC_wait_time_sd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origSharedTNCWaitTime,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,4.999999999999999,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998,7.999999999999998
sov_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
sovtoll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov2toll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
hov3toll_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
walk_local_available,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True
walk_lrf_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_express_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_heavyrail_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
walk_commuter_available,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_local_available_outbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_local_available_inbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_lrf_available_outbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_lrf_available_inbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_express_available_outbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_express_available_inbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_heavyrail_available_outbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_heavyrail_available_inbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_commuter_available_outbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
drive_commuter_available_inbound,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
